Phase/Module,Specific Task,Inferred Course Competency,Expected Level,Active Learning,Active Listening,Complex Problem Solving,Coordination,Critical Thinking,Equipment Maintenance,Equipment Selection,Installation,Instructing,Judgment and Decision Making,Learning Strategies,Management of Financial Resources,Management of Material Resources,Management of Personnel Resources,Mathematics,Monitoring,Negotiation,Operation and Control,Operations Analysis,Operations Monitoring,Persuasion,Programming,Quality Control Analysis,Reading Comprehension,Repairing,Science,Service Orientation,Social Perceptiveness,Speaking,Systems Analysis,Systems Evaluation,Technology Design,Time Management,Troubleshooting,Writing,Arm-Hand Steadiness,Auditory Attention,Category Flexibility,Control Precision,Deductive Reasoning,Depth Perception,Dynamic Flexibility,Dynamic Strength,Explosive Strength,Extent Flexibility,Far Vision,Finger Dexterity,Flexibility of Closure,Fluency of Ideas,Glare Sensitivity,Gross Body Coordination,Gross Body Equilibrium,Hearing Sensitivity,Inductive Reasoning,Information Ordering,Manual Dexterity,Mathematical Reasoning,Memorization,Multilimb Coordination,Near Vision,Night Vision,Number Facility,Oral Comprehension,Oral Expression,Originality,Perceptual Speed,Peripheral Vision,Problem Sensitivity,Rate Control,Reaction Time,Response Orientation,Selective Attention,Sound Localization,Spatial Orientation,Speech Clarity,Speech Recognition,Speed of Closure,Speed of Limb Movement,Stamina,Static Strength,Time Sharing,Trunk Strength,Visual Color Discrimination,Visualization,Wrist-Finger Speed,Written Comprehension,Written Expression,Analyzing Data or Information,Assisting and Caring for Others,Coaching and Developing Others,Communicating with People Outside the Organization,"Communicating with Supervisors, Peers, or Subordinates",Controlling Machines and Processes,Coordinating the Work and Activities of Others,Developing Objectives and Strategies,Developing and Building Teams,Documenting/Recording Information,"Drafting, Laying Out, and Specifying Technical Devices, Parts, and Equipment",Establishing and Maintaining Interpersonal Relationships,"Estimating the Quantifiable Characteristics of Products, Events, or Information",Evaluating Information to Determine Compliance with Standards,Getting Information,"Guiding, Directing, and Motivating Subordinates",Handling and Moving Objects,"Identifying Objects, Actions, and Events","Inspecting Equipment, Structures, or Materials",Interpreting the Meaning of Information for Others,"Judging the Qualities of Objects, Services, or People",Making Decisions and Solving Problems,"Monitoring Processes, Materials, or Surroundings",Monitoring and Controlling Resources,"Operating Vehicles, Mechanized Devices, or Equipment","Organizing, Planning, and Prioritizing Work",Performing Administrative Activities,Performing General Physical Activities,Performing for or Working Directly with the Public,Processing Information,Providing Consultation and Advice to Others,Repairing and Maintaining Electronic Equipment,Repairing and Maintaining Mechanical Equipment,Resolving Conflicts and Negotiating with Others,Scheduling Work and Activities,Selling or Influencing Others,Staffing Organizational Units,Thinking Creatively,Training and Teaching Others,Updating and Using Relevant Knowledge,Working with Computers,Achievement/Effort,Adaptability/Flexibility,Analytical Thinking,Attention to Detail,Concern for Others,Cooperation,Dependability,Independence,Initiative,Innovation,Integrity,Leadership,Persistence,Self-Control,Social Orientation,Stress Tolerance
Fase 2: Projectmanagementvaardigheden,"Plan, execute, and monitor commercial projects effectively.",Commercial Project Management,6,0,0,0,50,50,0,0,0,0,50,0,40,40,40,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,40,40,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,40,0,0,50,0,0,0,40,0,0,0,0,0,0,0,0,0,0,50,50,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fase 2: Marktanalyse en customer journey,Conduct comprehensive market analyses to identify trends and opportunities.,Market Analysis and Opportunity Identification,6,0,0,0,0,60,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,60,50,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,60,0,0,0,0,0,0,50,0,0,0,0,50,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,50,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fase 2: Marktanalyse en customer journey,Map and optimize customer journeys to enhance engagement and satisfaction.,Customer Journey Mapping and Optimization,6,0,0,0,0,60,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,50,50,0,60,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,50,0,0,0,0,0,0,60,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,50,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fase 2: Bedrijfseconomische aspecten,Analyze and interpret key business economic indicators for commercial decision-making.,Business Economic Analysis for Commercial Decisions,6,0,0,0,0,60,0,0,0,0,60,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,50,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,50,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fase 2: Bedrijfseconomische aspecten,Evaluate the financial viability and impact of commercial strategies.,Financial Evaluation of Commercial Strategies,6,0,0,0,0,60,0,0,0,0,60,0,60,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,50,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,60,0,0,0,0,0,0,50,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,40,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fase 2: Keuzeprogramma (Bedrijfspsychologie),Apply principles of business psychology to understand and influence consumer behavior.,Application of Business Psychology to Consumer Behavior,6,0,40,0,0,50,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,60,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,50,0,0,0,0,0,0,50,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,60,0,40,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fase 2: Keuzeprogramma (Inkoopmanagement),Develop and manage strategic purchasing processes and supplier relationships.,Strategic Sourcing and Supplier Relationship Management,5,0,40,60,50,60,0,0,0,0,60,0,50,0,0,0,0,60,0,0,0,50,0,0,40,0,0,0,0,40,60,50,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,60,0,0,0,50,0,0,0,0,0,0,0,0,0,0,50,50,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,60,0,0,0,0,0,50,50,0,50,0,0,0,0
Fase 2: Keuzeprogramma (Kwaliteits- en Procesmanagement),Implement quality management systems and optimize commercial processes.,Quality and Process Optimization,5,40,0,60,0,60,0,0,0,0,60,0,0,0,0,0,0,0,0,60,0,0,0,60,40,0,0,0,0,40,60,60,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,60,50,0,0,0,0,0,50,0,0,40,0,0,0
Fase 2: Keuzeprogramma (Digitale Communicatie),Formulate and execute digital communication strategies across various channels.,Digital Communication Strategy and Execution,5,40,0,0,0,60,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,50,50,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,60,50,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,50,50,40,0,0,0,0,0,50,0,0,0,0,0,0
Fase 2: Keuzeprogramma (Projectmanagement),Lead and manage commercial projects using structured methodologies.,Commercial Project Management,6,0,50,60,0,60,0,0,0,0,60,0,50,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,60,60,0,0,0,0,0,0,0,60,0,0,0,0,0,60,0,0,0,60,0,0,0,0,0,0,0,0,60,0,0,0,0,50,0,0,0,50,0,0,0,50,0,60,0,0,60,50,0,0,50
Fase 2: Keuzeprogramma (Productmanagement),"Manage the entire lifecycle of commercial products, from development to market.",Product Lifecycle Management,6,0,0,60,0,60,0,0,0,0,60,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,50,0,0,0,60,0,0,0,0,50,0,0,0,0,0,0,0,0,60,50,0,0,60,0,0,0,0,0,0,0,0,0,50,0,50,0,50,0,0,50,60,0,0,0,0,0,50,60,0,50,0,0,0,0
Fase 2: Keuzeprogramma (Management en leidinggeven),Provide effective leadership and guidance to commercial teams.,Commercial Team Leadership,6,0,60,60,0,60,0,0,0,50,60,0,0,0,60,0,0,0,0,0,0,50,0,0,0,0,0,0,60,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,60,0,0,60,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,50,0,0,0,60,0,0,60,0,0,0,0,0,60,70,0,50,60,50
Fase 2: Keuzeprogramma (MKB en Ondernemerschap),Develop and implement entrepreneurial strategies for small and medium-sized businesses.,SME Entrepreneurial Strategy,7,0,0,70,0,70,0,0,0,0,70,0,60,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,60,0,0,0,0,0,0,0,0,0,60,0,70,0,0,0,60,0,60,0,0,0,0,60,70,70,0,60,60,0,0,50
Fase 2: Keuzeprogramma (Sales Accountmanager B),Develop and implement advanced strategies for key account management.,Advanced Key Account Management Strategy,6,0,0,60,0,60,0,0,0,0,60,0,0,0,0,0,0,60,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,60,0,0,0,60,0,0,0,60,50,0,0,0,0,0,0,0,0,0,50,0,0,50,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,50,60,0,0,0,0,0,50,0,0,50,0,0,60,0
Fase 2: Keuzeprogramma (Sales Verkoopleider B),Oversee and optimize the performance of a sales team.,Sales Team Management and Optimization,6,0,40,0,0,50,0,0,0,0,60,0,0,0,60,0,50,0,0,0,0,40,0,0,0,0,0,0,40,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,50,0,50,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0
Fase 2: Keuzeprogramma (Business Marketing B),Design and execute marketing strategies specifically for business-to-business (B2B) markets.,B2B Marketing Strategy Development and Execution,6,0,0,50,0,50,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,40,50,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,40,0,0,0,60,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fase 2: Keuzeprogramma (Consumentenmarketing B),Develop and implement marketing campaigns targeted at end consumers (B2C).,B2C Marketing Campaign Development and Implementation,6,0,0,0,0,50,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,40,50,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,40,0,0,0,60,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fase 2: Keuzeprogramma (Digital Marketing B),"Manage and optimize various digital marketing channels, including SEO, SEM, and social media.",Digital Marketing Channel Management and Optimization,5,0,0,0,0,50,0,0,0,0,50,0,0,0,0,0,50,0,0,50,0,40,0,0,0,0,0,0,0,0,50,0,0,40,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,40,0,50,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fase 2: Keuzeprogramma (Online Marketeer/E-commerce),Develop and execute comprehensive online marketing and e-commerce strategies.,Online Marketing and E-commerce Strategy,6,0,0,60,0,60,0,0,0,0,60,0,50,0,0,0,50,0,0,50,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,60,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,50,0,50,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fase 2: Integrale opdracht,Synthesize knowledge from various modules to address complex commercial scenarios.,Integrated Commercial Problem Solving,7,0,0,70,0,70,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,70,70,0,0,0,50,0,0,60,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,60,60,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fase 2: Praktijkprogramma,Apply specialized commercial skills directly within a professional work environment.,Practical Application of Commercial Skills,6,50,0,0,0,50,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,50,0,0,0,0,0,0,50,0,0,0,0,40,0,0
